modulename|section|parentsection|typecode|type|itemvisibility|itemrole|name|title
manage-samba-shares.sh|Helpers||fn|function|internal|normal|_show_access|Display current share paths and named group ACLs
manage-samba-shares.sh|Helpers||fn|function|internal|normal|_validate_selected|Validate selected share paths, ACLs, and Samba configuration
manage-samba-shares.sh|Main||fn|function|public|normal|main|Run interactive Samba share access management
active-directory-management.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_framework_root_for_target|Resolve the framework root for the selected target
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_try_framework_ui|Prefer the installed SolidGroundUX UI when healthy
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_print|Print a line through the active UI implementation
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_section_header|Render a section header through the active UI
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_ask|Ask for a scalar value using framework ask() or the fallback UI
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_ask_yesno|Ask a yes/no question with a default
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_terminal_width|Return the usable terminal width
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_clear|Clear the active terminal reliably
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_line|Print a repeated border character
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_metadata_field|Read a field from this script's Metadata header
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_title|Render the standalone release-manager title
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_labeled_value|Print one aligned label/value pair
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_info|Write verbose informational output
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_ok|Write a successful-operation message
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_warn|Write a warning message
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_fail|Write a failure message
release-manager.sh|Standalone UI||fn|function|internal|normal|_release_run|Execute a command or report it in dry-run mode
release-manager.sh|Arguments and paths||fn|function|internal|normal|_ensure_root|Re-execute release-manager with elevated privileges when required
release-manager.sh|Arguments and paths||fn|function|public|normal|print_usage|Display standalone release-manager command-line help
release-manager.sh|Arguments and paths||fn|function|internal|normal|_set_action|Set and validate the requested release-manager action
release-manager.sh|Arguments and paths||fn|function|public|normal|parse_args|Parse release-manager command-line arguments
release-manager.sh|Arguments and paths||fn|function|internal|normal|_normalize_root|Normalize an absolute filesystem root
release-manager.sh|Arguments and paths||fn|function|public|normal|init_paths|Resolve target, state, release, and archive directories
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_default_target_root|Derive target root only from canonical manager location
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_load_state|Load standalone parameter defaults
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_save_state|Persist accepted parameter values
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_definition_value|Read one simple assignment from a definitions file
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_normalize_github_url|Normalize a GitHub repository/release URL
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_project_repo_state_file|Resolve per-project repository state file
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_load_project_repo|Load a saved repository URL for one project
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_save_project_repo|Persist repository URL for the selected project
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_repo_from_url|Convert a GitHub release URL to OWNER/REPO
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_package_catalog|List release packages known to this target
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_select_package_interactive|Select a product package and derive its context
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_prompt_manual_settings|Collect explicit product/repository/channel overrides
release-manager.sh|Arguments and paths||fn|function|internal|normal|_release_prompt_settings|Resolve target and select the release package
release-manager.sh|Arguments and paths||fn|function|internal|normal|_package_info_value|Read one key from release-package.info safely
release-manager.sh|Arguments and paths||fn|function|internal|normal|_project_slug_safe|Validate a project slug used beneath the manager state root
release-manager.sh|Arguments and paths||fn|function|internal|normal|_load_project_info|Load persisted display identity for one project
release-manager.sh|Arguments and paths||fn|function|internal|normal|_set_project_context|Select release/archive state for one project
release-manager.sh|Arguments and paths||fn|function|internal|normal|_persist_project_info|Persist display identity for an admitted project package
release-manager.sh|Arguments and paths||fn|function|internal|normal|_list_known_projects|List locally known project slugs
release-manager.sh|Arguments and paths||fn|function|internal|normal|_select_project_interactive|Select a locally known project
release-manager.sh|Arguments and paths||fn|function|internal|normal|_require_command|Verify that a required system command is available
release-manager.sh|Standalone configuration||fn|function|internal|normal|_load_release_manager_config|Load persistent standalone release-manager settings
release-manager.sh|Standalone configuration||fn|function|internal|normal|_ensure_release_manager_config|Create the persistent standalone config when absent
release-manager.sh|Bootstrap housekeeping||fn|function|internal|normal|_ensure_manager_directories|Ensure standalone release-manager directories exist
release-manager.sh|Bootstrap housekeeping||fn|function|internal|normal|_install_release_manager_wrapper|Install the public sgnd-release-manager command
release-manager.sh|Bootstrap housekeeping||fn|function|internal|normal|_install_release_manager|Install the standalone manager at its canonical path
release-manager.sh|Bootstrap housekeeping||fn|function|internal|normal|_detect_bootstrap_release|Detect one complete release set beside the running script
release-manager.sh|Bootstrap housekeeping||fn|function|internal|normal|_admit_bootstrap_release|Validate and move an adjacent bootstrap release into releases/
release-manager.sh|Bootstrap housekeeping||fn|function|internal|normal|_cleanup_bootstrap_files|Remove known temporary bootstrap files after first install
release-manager.sh|Bootstrap housekeeping||fn|function|internal|normal|_bootstrap_first_install|Bootstrap and install an adjacent release on a clean machine
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_release_product_artifact_name|Convert a display product name to its canonical release-file identity
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_release_base_from_archive|Derive a release base name from a tar.gz archive path
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_release_matches|Test whether a release base matches an optional selector
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_release_sort|Sort release identifiers by version
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_current_release|Return the highest archived release as the current version
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_previous_release|Return the archived release immediately preceding current
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_list_archived_releases|List archived releases in ascending version order
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_find_pending_archives|List pending release tarballs under the releases directory
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_newest_pending_archive|Find the newest pending archive matching an optional release selector
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_find_archived_archive|Find the tarball belonging to an archived release
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_release_location|Resolve a release tarball from pending or archived storage
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_pending_release_base_exists|Test whether a release is available in releases/
release-manager.sh|Release identity and discovery||fn|function|internal|normal|_archived_release_base_exists|Test whether a release is present in archive/
release-manager.sh|Release verification||fn|function|internal|normal|_verify_sha256_sidecar|Verify one release artifact against its SHA256 sidecar
release-manager.sh|Release verification||fn|function|internal|normal|_safe_relative_path|Validate and normalize a release-relative path
release-manager.sh|Release verification||fn|function|internal|normal|_validate_tar_paths|Reject unsafe paths contained in a release tarball
release-manager.sh|Release verification||fn|function|internal|normal|_validate_manifest_paths|Reject unsafe paths contained in a release manifest
release-manager.sh|Release verification||fn|function|internal|normal|_verify_release_set|Verify checksums and path safety for a complete release set
release-manager.sh|Manifest operations||fn|function|internal|normal|_manifest_paths|Emit normalized paths from a release manifest
release-manager.sh|Manifest operations||fn|function|internal|normal|_target_path|Map a release-relative path beneath the configured target root
release-manager.sh|Manifest operations||fn|function|internal|normal|_remove_paths_from_stream|Remove streamed release paths conservatively from the target
release-manager.sh|Manifest operations||fn|function|internal|normal|_apply_removed_manifest|Apply the incoming release removal manifest
release-manager.sh|Manifest operations||fn|function|internal|normal|_remove_release_difference|Remove paths present in one release manifest but absent from another
release-manager.sh|Archive/release movement||fn|function|internal|normal|_archive_release_set|Move an installed pending release set into versioned archive history
release-manager.sh|Archive/release movement||fn|function|internal|normal|_move_archive_dir_to_releases|Return one archived release directory to releases/
release-manager.sh|Archive/release movement||fn|function|internal|normal|_move_newer_archives_to_releases|Return archived versions newer than a rollback target to releases/
release-manager.sh|Archive/release movement||fn|function|internal|normal|_move_all_archives_to_releases|Return all archived releases to releases/
release-manager.sh|Release channel||fn|function|internal|normal|_remember_release_channel|Persist the channel of the successfully installed release
release-manager.sh|Installation engine||fn|function|internal|normal|_extract_release|Extract a complete SolidGroundUX release beneath the target root
release-manager.sh|Installation engine||fn|function|internal|normal|_install_pending_archive|Install, update, or roll back to a pending release archive
release-manager.sh|Installation engine||fn|function|internal|normal|_rollback_to_archived_release|Make the installed framework match a selected archived release
release-manager.sh|Installation engine||fn|function|internal|normal|_remove_installation|Remove the active SolidGroundUX installation while retaining release packages
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_download_to|Download or copy a release source to a destination file
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_github_release_json|Fetch metadata from the configured GitHub Release endpoint
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_github_latest_asset|Resolve the newest build ZIP attached to the configured GitHub Release
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_latest_online_release|Resolve the canonical base name of the newest published build
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_github_release_asset_url|Resolve the download URL for the newest published build
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_release_is_local_or_installed|Test whether a release is already downloaded or archived
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_admit_extracted_release|Validate an extracted release ZIP and admit its artifacts to releases/
release-manager.sh|GitHub/source acquisition||fn|function|internal|normal|_acquire_release|Acquire, stage, validate, and admit a release ZIP
release-manager.sh|Interactive helpers||fn|function|internal|normal|_confirm|Request a standalone yes/no confirmation
release-manager.sh|Interactive helpers||fn|function|internal|normal|_select_archived_release|Select an archived release or the remove operation from a submenu
release-manager.sh|Interactive helpers||fn|function|internal|normal|_print_status|Display current installed and locally available release state
release-manager.sh|Interactive helpers||fn|function|internal|normal|_interactive_menu|Run the standalone interactive release-manager menu
release-manager.sh|Interactive helpers||fn|function|internal|normal|_pause|Wait for Enter after an interactive operation
release-manager.sh|Action dispatch||fn|function|internal|normal|_action_check|Report the latest published build and its local state
release-manager.sh|Action dispatch||fn|function|internal|normal|_action_download|Acquire the latest build or explicitly sourced release without installing it
release-manager.sh|Action dispatch||fn|function|internal|normal|_action_update|Acquire if needed and install the latest published build
release-manager.sh|Action dispatch||fn|function|internal|normal|_action_install|Install the newest matching pending local release
release-manager.sh|Action dispatch||fn|function|internal|normal|_action_rollback|Install the previous or explicitly selected archived release
release-manager.sh|Action dispatch||fn|function|internal|normal|_action_remove|Remove the active SolidGroundUX installation after confirmation
release-manager.sh|Main||fn|function|public|normal|main|Run standalone release-manager initialization and dispatch
normalize-canon.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
normalize-canon.sh|Parameter collection||fn|function|internal|template|_collect_cli_inputs|Collect positional file and mask arguments
normalize-canon.sh|Parameter collection||fn|function|internal|template|_get_parameters|Resolve interactive or automatic normalization inputs
normalize-canon.sh|Local script functions||fn|function|internal|template|_resolve_canon_files|Resolve and validate canonical fragment files
normalize-canon.sh|Local script functions||fn|function|internal|template|_detect_canonical_target|Determine which canonical structure a file contains
normalize-canon.sh|Local script functions||fn|function|internal|template|_replace_framework_locator|Replace one locator function and its canonical header
normalize-canon.sh|Local script functions||fn|function|internal|template|_replace_library_guard|Replace the complete Library guard section
normalize-canon.sh|Local script functions||fn|function|internal|template|_expand_input|Expand one file path or glob mask
normalize-canon.sh|Local script functions||fn|function|internal|template|_normalize_file|Apply the appropriate canonical replacement to one file
normalize-canon.sh|Main||fn|function|public|template|main|Normalize canonical structures in selected shell files
prepare-release.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
prepare-release.sh|Local script functions||fn|function|internal|template|_release_resolve_project_identity|Resolve the authoritative project definitions
prepare-release.sh|Local script functions||fn|function|internal|template|_release_product_record|Read product metadata from one target-root
prepare-release.sh|Local script functions||fn|function|internal|template|_release_product_excludes|Return the complete release exclusion policy for a product root
prepare-release.sh|Local script functions||fn|function|internal|template|_release_parse_product_selection|Parse A/comma/range product selection
prepare-release.sh|Local script functions||fn|function|internal|template|_release_select_products|Select the product(s) that participate in this release
prepare-release.sh|Local script functions||fn|function|internal|template|_release_write_bundle_manifest|Record products included in an assembled release
prepare-release.sh|Local script functions||fn|function|internal|template|_release_update_project_identity|Update version/build in the correct definitions file
prepare-release.sh|Local script functions||fn|function|internal|template|_release_wrapper_name_for_script|Resolve wrapper metadata or conventional name
prepare-release.sh|Local script functions||fn|function|internal|normal|_get_parameters|Collect prepare-release parameters
prepare-release.sh|Local script functions||fn|function|internal|normal|_sgnd_release_list_manifest_history|List available removal-baseline manifests
prepare-release.sh|Local script functions||fn|function|internal|normal|_sgnd_release_select_previous_manifest|Select the removal-baseline manifest
prepare-release.sh|Local script functions||fn|function|internal|normal|_sgnd_release_write_removed_manifest|Write removed-path delta
prepare-release.sh|Local script functions||fn|function|internal|normal|_create_tar|Create the release tar archive
prepare-release.sh|Update SHA256SUMS||fn|function|internal|normal|_find_release_manager_source|Resolve the release-manager source file
prepare-release.sh|Update SHA256SUMS||fn|function|internal|template|_write_release_package_info|Write ZIP-root package identity metadata
prepare-release.sh|Update SHA256SUMS||fn|function|internal|normal|_create_release_package|Create the complete distributable release ZIP
prepare-release.sh|Update SHA256SUMS||fn|function|internal|normal|_archive_release_manifest|Persist the current manifest for future removal baselines
prepare-release.sh|Update SHA256SUMS||fn|function|internal|normal|_cleanup_staging|Remove gathered staging data
prepare-release.sh|Update SHA256SUMS||fn|function|internal|normal|_set_script_header_version|Set an explicit version in a managed script header
prepare-release.sh|Update SHA256SUMS||fn|function|internal|template|_normalize_canonical_sources|Normalize canonical structures before metadata processing
prepare-release.sh|Update SHA256SUMS||fn|function|internal|normal|_apply_version_bump|Apply release metadata policy to managed source files
prepare-release.sh|Update SHA256SUMS||fn|function|internal|template|_ensure_libexec_executables|
prepare-release.sh|Update SHA256SUMS||fn|function|internal|normal|_ensure_public_command_wrappers|Ensure public wrappers exist for top-level libexec scripts
prepare-release.sh|Release artifact identity||fn|function|internal|template|_release_product_artifact_name|Convert a display product name to its file-safe release identity
prepare-release.sh|Individual / bundled release helpers||fn|function|internal|template|_release_create_primary_individual_release|Create the primary product as a standalone release
prepare-release.sh|Individual / bundled release helpers||fn|function|internal|template|_release_use_bundled_identity|Name the assembled release after the primary product
prepare-release.sh|Main Sequence||fn|function|internal|template|_release_create_standalone_bundled_products|Optionally create standalone releases for non-primary selected products
prepare-release.sh|Main Sequence||fn|function|public|normal|main|Run the executable main sequence - Run the executable main sequence
tar-it.sh|Bootstrap||fn|function|internal|normal|_framework_locator|Locate and load the SolidGroundUX executable bootstrap context
tar-it.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
tar-it.sh|Helpers||fn|function|internal|normal|_scan_cli_args|Record which archive settings were supplied explicitly
tar-it.sh|Helpers||fn|function|internal|normal|_normalize_archive_name|Normalize the requested archive filename
tar-it.sh|Helpers||fn|function|internal|normal|_validate_parameters|Validate archive source and destination settings
tar-it.sh|Helpers||fn|function|internal|normal|_getparameters|Resolve and confirm archive settings
tar-it.sh|Helpers||fn|function|internal|normal|_create_archive|Create the compressed framework archive
tar-it.sh|Main||fn|function|public|normal|main|Run the archive workflow
untar-it.sh|Bootstrap||fn|function|internal|normal|_framework_locator|Locate and load the SolidGroundUX executable bootstrap context
untar-it.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
untar-it.sh|Helpers||fn|function|internal|normal|_scan_cli_args|Record which restore settings were supplied explicitly
untar-it.sh|Helpers||fn|function|internal|normal|_cleanup_staging|Remove the temporary extraction directory
untar-it.sh|Helpers||fn|function|internal|normal|_resolve_archive|Resolve ARCHIVE_FILE against ARCHIVE_DIRECTORY
untar-it.sh|Helpers||fn|function|internal|normal|_list_archives|Build the available archive list, newest first
untar-it.sh|Helpers||fn|function|internal|normal|_select_archive|Select an archive from the numbered archive list
untar-it.sh|Helpers||fn|function|internal|normal|_validate_archive_entries|Reject unsafe archive entry paths
untar-it.sh|Helpers||fn|function|internal|normal|_validate_parameters|Validate restore settings
untar-it.sh|Helpers||fn|function|internal|normal|_getparameters|Resolve and confirm restore settings
untar-it.sh|Helpers||fn|function|internal|normal|_extract_staging|Extract the validated archive into temporary staging
untar-it.sh|Helpers||fn|function|internal|normal|_select_files|Select staged files using directory and filename mask
untar-it.sh|Helpers||fn|function|internal|normal|_restore_files|Restore selected staged files beneath the target root
untar-it.sh|Main||fn|function|public|normal|main|Run the selective restore workflow
deploy-workspace.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
deploy-workspace.sh|Selection helpers||fn|function|internal|normal|_is_deployable_path|Test whether a relative workspace path is deployable
deploy-workspace.sh|Selection helpers||fn|function|internal|normal|_normalize_relative_path|Normalize and validate a workspace-relative path
deploy-workspace.sh|Selection helpers||fn|function|internal|normal|_add_selected_file|Add one deployable file to the normalized selection
deploy-workspace.sh|Selection helpers||fn|function|internal|normal|_select_files|Resolve the combined workspace filters into a concrete file list
deploy-workspace.sh|Parameter collection||fn|function|internal|normal|_capture_cli_parameters|Record which deployment settings were supplied explicitly
deploy-workspace.sh|Parameter collection||fn|function|internal|normal|_validate_parameters|Validate the resolved deployment settings
deploy-workspace.sh|Parameter collection||fn|function|internal|normal|_getparameters|Collect deployment parameters from CLI values, state, and ask
deploy-workspace.sh|Reporting||fn|function|internal|normal|_print_deployment_summary|Display the completed deployment details
deploy-workspace.sh|Transport||fn|function|internal|normal|_quote_remote_arg|Shell-quote one argument for the remote receive command
deploy-workspace.sh|Transport||fn|function|internal|normal|_stream_local|Stream selected workspace files to the local receiver
deploy-workspace.sh|Transport||fn|function|internal|normal|_ensure_remote_receiver_sudo|Ensure the remote receiver may run without a sudo password
deploy-workspace.sh|Transport||fn|function|internal|normal|_stream_remote|Stream selected workspace files to the remote receiver over SSH
deploy-workspace.sh|Transport||fn|function|internal|normal|_deploy|Select files and stream them to the configured receiver
deploy-workspace.sh|Main||fn|function|public|normal|main|Run the workspace deployment workflow
prepare-template.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
prepare-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_FILE|Absolute path to the currently executing script
prepare-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_DIR|Directory containing the currently executing script
prepare-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_BASE|Filename of the currently executing script
prepare-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_NAME|Script basename without the .sh extension
prepare-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_FILE|
prepare-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_DIR|
prepare-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_BASE|
prepare-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_NAME|
prepare-template.sh|Framework integration||var|variable|public|normal|SGND_USING|Optional framework libraries to source after core bootstrap
prepare-template.sh|Framework integration||var|variable|public|normal|SGND_ARGS_SPEC|Script-specific command-line argument specification
prepare-template.sh|Example||var|variable|public|normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script
prepare-template.sh|Example||var|variable|public|normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading
prepare-template.sh|Example||var|variable|public|normal|SGND_STATE_VARIABLES|Script variables participating in persistent state
prepare-template.sh|Example||var|variable|public|normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list
prepare-template.sh|Example||var|variable|public|template|SGND_STATE_SAVE|
prepare-template.sh|Local script functions||fn|function|internal|normal|_detect_primary_iface|Detect primary iface
prepare-template.sh|Local script functions||fn|function|internal|normal|_reset_network_for_template|Reset network for template
prepare-template.sh|Local script functions||fn|function|internal|normal|_prepare_template|Prepare template
prepare-template.sh|Main||fn|function|public|normal|main|Run the executable main sequence
create-wrappers.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
create-wrappers.sh|Helpers||fn|function|internal|normal|_framework_path|Resolve a path beneath a framework root
create-wrappers.sh|Helpers||fn|function|internal|normal|_framework_root_from_path|Resolve the framework root owning a selected path
create-wrappers.sh|Helpers||fn|function|internal|normal|_wrapper_template_path|Resolve the canonical wrapper template path
create-wrappers.sh|Helpers||fn|function|internal|normal|_relative_to_framework_root|Convert an absolute source path to framework-relative
create-wrappers.sh|Helpers||fn|function|internal|normal|_wrapper_name_for_script|Return the public wrapper command name
create-wrappers.sh|Helpers||fn|function|internal|normal|_write_wrapper|Create one framework-relative wrapper
create-wrappers.sh|Helpers||fn|function|internal|normal|_get_parameters|Collect wrapper-generation parameters
create-wrappers.sh|Helpers||fn|function|internal|normal|_create_wrappers|Create wrappers for selected scripts
create-wrappers.sh|Main||fn|function|public|normal|main|Run wrapper generation
create-workspace.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_normalize_project_flags|Normalize create-workspace option flags
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_copy_template_file|Copy one template file into the workspace
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_get_template_filenames|Resolve template filenames for workspace creation
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_template_metadata_value|Read one Metadata field from a template
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_specialize_workspace_template|Make a copied canonical template product-aware
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_specialize_generated_file|Apply selected product/script metadata to a generated starter file
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_resolve_template_metadata_defaults|Resolve header defaults from the selected starter template
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_copy_workspace_templates|Copy canonical templates into the workspace
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_instantiate_project_templates|Instantiate selected workspace templates
create-workspace.sh|General helpers|Local script functions|fn|function|internal|normal|_get_project_directories|Resolve project directory layout
create-workspace.sh|Manifest helpers|Local script functions|fn|function|internal|normal|_manifest_init|Initialize the workspace creation manifest
create-workspace.sh|Manifest helpers|Local script functions|fn|function|internal|normal|_manifest_record_file|Record a created file in the manifest
create-workspace.sh|Manifest helpers|Local script functions|fn|function|internal|normal|_manifest_record_dir|Record a created directory in the manifest
create-workspace.sh|Manifest helpers|Local script functions|fn|function|internal|normal|_uncreate_from_manifest|Remove artifacts recorded in the create manifest
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_create_repository|Create the repository directory structure
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_create_workspace_file|Create the VS Code workspace file
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_create_gitignore_file|Create the workspace .gitignore file
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_create_releaseignore_file|Create the workspace .release-ignore file
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_project_slug|Return the filesystem-safe project slug
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_project_key|Return the variable-safe project key
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_create_project_definitions|Create project-wide definition globals
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_create_project_motd|Create a minimal project MOTD identity entry
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_initialize_git_repository|Initialize and commit the new workspace
create-workspace.sh|Main sequence|Local script functions|fn|function|internal|normal|_initialize_github_repository|Create and push the workspace repository
create-workspace.sh|Main||fn|function|public|normal|main|Run the executable main sequence
receive-files.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
receive-files.sh|Receive helpers||fn|function|internal|normal|_cleanup_archive|Remove the temporary received archive
receive-files.sh|Receive helpers||fn|function|internal|normal|_validate_target|Validate and prepare the destination root
receive-files.sh|Receive helpers||fn|function|internal|normal|_receive_stream|Store the incoming tar stream in a temporary archive
receive-files.sh|Receive helpers||fn|function|internal|normal|_validate_archive|Validate all received archive entries
receive-files.sh|Receive helpers||fn|function|internal|normal|_extract_archive|Extract the validated archive beneath DEST_ROOT
receive-files.sh|Main||fn|function|public|normal|main|Receive, validate, and extract a streamed workspace archive
exe-template.sh|Bootstrap||fn|function|internal|template|_framework_locator|Resolve and load the active SolidGroundUX framework
exe-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_FILE|Absolute path to the currently executing script
exe-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_DIR|Directory containing the currently executing script
exe-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_BASE|Filename of the currently executing script
exe-template.sh|Script identity||var|variable|public|normal|SGND_SCRIPT_NAME|Script basename without the .sh extension
exe-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_FILE|
exe-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_DIR|
exe-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_BASE|
exe-template.sh|Script identity||var|variable|public|template|SGND_SCRIPT_NAME|
exe-template.sh|Framework integration||var|variable|public|normal|SGND_USING|Optional framework libraries to source after core bootstrap
exe-template.sh|Framework integration||var|variable|public|normal|SGND_ARGS_SPEC|Script-specific command-line argument specification
exe-template.sh|Example||var|variable|public|normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script
exe-template.sh|Example||var|variable|public|normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading
exe-template.sh|Example||var|variable|public|normal|SGND_STATE_VARIABLES|Script variables participating in persistent state
exe-template.sh|Example||var|variable|public|normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list
exe-template.sh|Example||var|variable|public|template|SGND_STATE_SAVE|
exe-template.sh|Main||fn|function|public|normal|main|Run the executable main sequence
lib-template.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
mod-template.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
mod-template.sh|Internal helpers||fn|function|internal|template|_sample_format_status|
mod-template.sh|Public module actions||fn|function|public|template|sample_show_status|
mod-template.sh|Public module actions||fn|function|public|normal|sample_run_action|Run the example module action
sgnd-bootstrap.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
sgnd-bootstrap.sh|Main sequence helpers + EXIT dispatch||fn|function|internal|normal|_parse_bootstrap_args|Parse early bootstrap options
sgnd-bootstrap.sh|Main sequence helpers + EXIT dispatch||fn|function|internal|normal|_init_bootstrap|Initialize bootstrap environment
sgnd-bootstrap.sh|Main sequence helpers + EXIT dispatch||fn|function|internal|normal|_source_corelibs|Source required core libraries
sgnd-bootstrap.sh|Main sequence helpers + EXIT dispatch||fn|function|internal|normal|_source_usinglibs|Source declared optional libraries
sgnd-bootstrap.sh|Main sequence helpers + EXIT dispatch||fn|function|internal|normal|_sgnd_on_exit_run|Run registered exit handlers
sgnd-bootstrap.sh|Main sequence helpers + EXIT dispatch||fn|function|internal|normal|_sgnd_save_state_dispatch|Save state on clean exit
sgnd-bootstrap.sh|Main sequence helpers + EXIT dispatch||fn|function|public|normal|sgnd_script_init_metadata|Script init metadata
