file|source_linenr|doc_linenr|section|parentsection|grandparentsection|stylehint|item|title|contenttype|content|contentref
ui.sh|1445|559|Rendering primitives|Public API||highlight|sgnd_print|Print|functionbody|Usage|ui.sh::Public API:Rendering primitives:sgnd_print
ui.sh|1446|560|Rendering primitives|Public API||normal|sgnd_print|Print|functionbody|  sgnd_print "example" "example-2"|ui.sh::Public API:Rendering primitives:sgnd_print
ui.sh|1519|561|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionheader|sgnd_print_single - Print single|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1520|562|Rendering primitives|Public API||highlight|sgnd_print_single|Print single|functionbody|Purpose|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1521|563|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  Print a single styled line without wrapping.|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1522|564|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1523|565|Rendering primitives|Public API||highlight|sgnd_print_single|Print single|functionbody|Behavior|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1524|566|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  - Preserves the existing SolidGroundUX console/UI behavior.|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1525|567|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  - Uses current palette, style, runtime, or logging globals where applicable.|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1526|568|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1527|569|Rendering primitives|Public API||highlight|sgnd_print_single|Print single|functionbody|options|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1528|570|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  --text VALUE|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1529|571|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  --textclr VALUE|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1530|572|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  --justify VALUE|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1531|573|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  --pad VALUE|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1532|574|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  --maxwidth VALUE|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1533|575|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1534|576|Rendering primitives|Public API||highlight|sgnd_print_single|Print single|functionbody|Output|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1535|577|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  Writes formatted text or computed values to stdout unless the function targets /dev/tty.|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1536|578|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1537|579|Rendering primitives|Public API||highlight|sgnd_print_single|Print single|functionbody|Returns|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1538|580|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  0 on success.|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1539|581|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  Non-zero when validation, resolution, I/O, or user cancellation fails.|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1540|582|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1541|583|Rendering primitives|Public API||highlight|sgnd_print_single|Print single|functionbody|Usage|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1542|584|Rendering primitives|Public API||normal|sgnd_print_single|Print single|functionbody|  sgnd_print_single "example" "example-2"|ui.sh::Public API:Rendering primitives:sgnd_print_single
ui.sh|1615|585|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionheader|sgnd_print_file - Print file|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1616|586|Rendering primitives|Public API||highlight|sgnd_print_file|Print file|functionbody|Purpose|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1617|587|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  Print the contents of a file using sgnd_print formatting.|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1618|588|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1619|589|Rendering primitives|Public API||highlight|sgnd_print_file|Print file|functionbody|Behavior|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1620|590|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  - Preserves the existing SolidGroundUX console/UI behavior.|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1621|591|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  - Uses current palette, style, runtime, or logging globals where applicable.|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1622|592|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1623|593|Rendering primitives|Public API||highlight|sgnd_print_file|Print file|functionbody|Arguments|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1624|594|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  $@ - Values consumed by the helper. See usage for the expected call shape.|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1625|595|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1626|596|Rendering primitives|Public API||highlight|sgnd_print_file|Print file|functionbody|Output|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1627|597|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  Writes formatted text or computed values to stdout unless the function targets /dev/tty.|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1628|598|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1629|599|Rendering primitives|Public API||highlight|sgnd_print_file|Print file|functionbody|Returns|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1630|600|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  0 on success.|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1631|601|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  Non-zero when validation, resolution, I/O, or user cancellation fails.|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1632|602|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1633|603|Rendering primitives|Public API||highlight|sgnd_print_file|Print file|functionbody|Usage|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1634|604|Rendering primitives|Public API||normal|sgnd_print_file|Print file|functionbody|  sgnd_print_file "/tmp/sgnd-example.txt"|ui.sh::Public API:Rendering primitives:sgnd_print_file
ui.sh|1696|605|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionheader|sgnd_print_cell - Print cell|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1697|606|Rendering primitives|Public API||highlight|sgnd_print_cell|Print cell|functionbody|Purpose|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1698|607|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  Print a fixed-width styled cell without a trailing newline.|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1699|608|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1700|609|Rendering primitives|Public API||highlight|sgnd_print_cell|Print cell|functionbody|Behavior|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1701|610|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  - Preserves the existing SolidGroundUX console/UI behavior.|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1702|611|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  - Uses current palette, style, runtime, or logging globals where applicable.|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1703|612|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1704|613|Rendering primitives|Public API||highlight|sgnd_print_cell|Print cell|functionbody|Arguments|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1705|614|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  $@ - Values consumed by the helper. See usage for the expected call shape.|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1706|615|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1707|616|Rendering primitives|Public API||highlight|sgnd_print_cell|Print cell|functionbody|Output|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1708|617|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  Writes formatted text or computed values to stdout unless the function targets /dev/tty.|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1709|618|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1710|619|Rendering primitives|Public API||highlight|sgnd_print_cell|Print cell|functionbody|Returns|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1711|620|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  0 on success.|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1712|621|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  Non-zero when validation, resolution, I/O, or user cancellation fails.|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1713|622|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody||ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1714|623|Rendering primitives|Public API||highlight|sgnd_print_cell|Print cell|functionbody|Usage|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1715|624|Rendering primitives|Public API||normal|sgnd_print_cell|Print cell|functionbody|  sgnd_print_cell 20 "example-2"|ui.sh::Public API:Rendering primitives:sgnd_print_cell
ui.sh|1731|625|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionheader|sgnd_module_show_metadata - Module show metadata|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1732|626|Rendering primitives|Public API||highlight|sgnd_module_show_metadata|Module show metadata|functionbody|Purpose|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1733|627|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  Print the metadata registered for the current module or script.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1734|628|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody||ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1735|629|Rendering primitives|Public API||highlight|sgnd_module_show_metadata|Module show metadata|functionbody|Behavior|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1736|630|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  - Preserves the existing SolidGroundUX console/UI behavior.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1737|631|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  - Uses current palette, style, runtime, or logging globals where applicable.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1738|632|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody||ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1739|633|Rendering primitives|Public API||highlight|sgnd_module_show_metadata|Module show metadata|functionbody|Arguments|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1740|634|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  $@ - Values consumed by the helper. See usage for the expected call shape.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1741|635|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody||ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1742|636|Rendering primitives|Public API||highlight|sgnd_module_show_metadata|Module show metadata|functionbody|Output|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1743|637|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  Writes formatted text or computed values to stdout unless the function targets /dev/tty.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1744|638|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody||ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1745|639|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|Outputs (globals):|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1746|640|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  Updates SolidGroundUX UI/runtime globals documented by the function body.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1747|641|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody||ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1748|642|Rendering primitives|Public API||highlight|sgnd_module_show_metadata|Module show metadata|functionbody|Returns|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1749|643|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  0 on success.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1750|644|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  Non-zero when validation, resolution, I/O, or user cancellation fails.|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1751|645|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody||ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1752|646|Rendering primitives|Public API||highlight|sgnd_module_show_metadata|Module show metadata|functionbody|Usage|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1753|647|Rendering primitives|Public API||normal|sgnd_module_show_metadata|Module show metadata|functionbody|  sgnd_module_show_metadata "example"|ui.sh::Public API:Rendering primitives:sgnd_module_show_metadata
ui.sh|1839|648|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionheader|sgnd_clear - Clear the visible terminal display|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1840|649|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|    . Purpose|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1841|650|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      Clear the visible terminal display and move the cursor to the home position.|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1842|651|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody||ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1843|652|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|    . Behavior|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1844|653|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      - Uses explicit ANSI escape sequences instead of the external clear command.|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1845|654|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      - Clears only the visible display.|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1846|655|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      - Leaves the terminal scrollback buffer unchanged.|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1847|656|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      - Moves the cursor to row 1, column 1.|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1848|657|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody||ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1849|658|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|    . Output|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1850|659|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      Writes terminal control sequences to stdout.|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1851|660|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody||ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1852|661|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|    . Returns|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1853|662|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      0 always.|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1854|663|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody||ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1855|664|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|    . Usage|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1856|665|Rendering primitives|Public API||normal|sgnd_clear|Clear the visible terminal display|functionbody|      sgnd_clear|ui.sh::Public API:Rendering primitives:sgnd_clear
ui.sh|1861|666|Externals|Public API||normal|||L2Sectionheader|Externals|ui.sh::Public API:Externals:
ui.sh|1862|667|Sample/demo renderers|Public API||normal|||L2Sectionheader|Sample/demo renderers|ui.sh::Public API:Sample/demo renderers:
ui.sh|1863|668|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionheader|sgnd_color_samples - Color samples|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1864|669|Sample/demo renderers|Public API||highlight|sgnd_color_samples|Color samples|functionbody|Purpose|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1865|670|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  Print sample output for the currently loaded color palette.|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1866|671|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1867|672|Sample/demo renderers|Public API||highlight|sgnd_color_samples|Color samples|functionbody|Behavior|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1868|673|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  - Preserves the existing SolidGroundUX console/UI behavior.|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1869|674|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  - Uses current palette, style, runtime, or logging globals where applicable.|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1870|675|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1871|676|Sample/demo renderers|Public API||highlight|sgnd_color_samples|Color samples|functionbody|Arguments|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1872|677|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  $@ - Values consumed by the helper. See usage for the expected call shape.|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1873|678|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1874|679|Sample/demo renderers|Public API||highlight|sgnd_color_samples|Color samples|functionbody|Output|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1875|680|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  Writes formatted text or computed values to stdout unless the function targets /dev/tty.|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1876|681|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1877|682|Sample/demo renderers|Public API||highlight|sgnd_color_samples|Color samples|functionbody|Returns|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1878|683|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  0 on success.|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1879|684|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  Non-zero when validation, resolution, I/O, or user cancellation fails.|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1880|685|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1881|686|Sample/demo renderers|Public API||highlight|sgnd_color_samples|Color samples|functionbody|Usage|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1882|687|Sample/demo renderers|Public API||normal|sgnd_color_samples|Color samples|functionbody|  sgnd_color_samples|ui.sh::Public API:Sample/demo renderers:sgnd_color_samples
ui.sh|1902|688|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionheader|sgnd_sample_row - Sample row|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1903|689|Sample/demo renderers|Public API||highlight|sgnd_sample_row|Sample row|functionbody|Purpose|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1904|690|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  Print one sample row for the style sample output.|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1905|691|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1906|692|Sample/demo renderers|Public API||highlight|sgnd_sample_row|Sample row|functionbody|Behavior|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1907|693|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  - Preserves the existing SolidGroundUX console/UI behavior.|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1908|694|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  - Uses current palette, style, runtime, or logging globals where applicable.|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1909|695|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1910|696|Sample/demo renderers|Public API||highlight|sgnd_sample_row|Sample row|functionbody|Arguments|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1911|697|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  $@ - Values consumed by the helper. See usage for the expected call shape.|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1912|698|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1913|699|Sample/demo renderers|Public API||highlight|sgnd_sample_row|Sample row|functionbody|Output|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1914|700|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  Writes formatted text or computed values to stdout unless the function targets /dev/tty.|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1915|701|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1916|702|Sample/demo renderers|Public API||highlight|sgnd_sample_row|Sample row|functionbody|Returns|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1917|703|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  0 on success.|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1918|704|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  Non-zero when validation, resolution, I/O, or user cancellation fails.|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1919|705|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1920|706|Sample/demo renderers|Public API||highlight|sgnd_sample_row|Sample row|functionbody|Usage|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|1921|707|Sample/demo renderers|Public API||normal|sgnd_sample_row|Sample row|functionbody|  sgnd_sample_row "Status" "Operational"|ui.sh::Public API:Sample/demo renderers:sgnd_sample_row
ui.sh|2039|708|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionheader|sgnd_style_samples - Display the active UI theme|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2040|709|Sample/demo renderers|Public API||highlight|sgnd_style_samples|Display the active UI theme|functionbody|Purpose|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2041|710|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody|  Demonstrate the active SolidGroundUX theme and the rendering primitives|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2042|711|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody|  used by framework console applications.|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2043|712|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody||ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2044|713|Sample/demo renderers|Public API||highlight|sgnd_style_samples|Display the active UI theme|functionbody|Behavior|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2045|714|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody|  - Shows the current theme name through sgnd_print_titlebar.|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2046|715|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody|  - Renders every message label directly through sgnd_print using its|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2047|716|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody|    corresponding MSG_CLR_* semantic color.|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2048|717|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody|  - Demonstrates the principal sgnd_print* rendering primitives by name.|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
ui.sh|2049|718|Sample/demo renderers|Public API||normal|sgnd_style_samples|Display the active UI theme|functionbody|  - Includes a non-interactive simulation of ask prompt/input styling.|ui.sh::Public API:Sample/demo renderers:sgnd_style_samples
